#Name	Chromosome	Start	End	sample1	sample2	sample3
CL_2961	22	237987	237989	-0.345	-0.928	0.165
CL_2962	22	350859	350861	-3.133	2.491	-2.087
CL_2963	22	246279	246281	0.717	0.215	0.775
CL_2964	22	111079	111081	0.109	0.049	0.56
CL_2965	22	266408	266410	1.36	-1.342	0.48
CL_2966	22	358959	358961	1.135	-0.937	1.102
CL_2967	22	137412	137414	-0.82	0.257	0.171
CL_2968	22	251279	251281	-0.158	-0.761	-0.756
CL_2969	22	373957	373959	0.17	-0.053	0.382
CL_2970	22	362477	362479	0.388	-0.38	0.864
CL_2971	22	303499	303501	-0.614	-1.134	-0.617
CL_2972	22	127157	127159	0.697	-0.796	0.361
CL_2973	22	345891	345893	0.879	-0.287	0.146
CL_2974	22	373449	373451	0.489	-0.305	0.893
CL_2975	22	124786	124788	-0.686	0.303	-0.293
CL_2976	22	444531	444533	0.868	-0.537	-0.38
CL_2977	22	405606	405608	-0.519	0.544	-0.204
CL_2978	22	232910	232912	0.013	-0.113	0.16
CL_2979	22	213966	213968	0.321	-1.237	0.236
CL_2980	22	345510	345512	0.071	-0.368	0.301
CL_2981	22	410106	410108	-0.053	-0.362	-0.452
CL_2982	22	243635	243637	-0.098	-0.446	-0.442
CL_2983	22	242543	242545	0.849	-0.81	0.004
CL_2984	22	392810	392812	-0.286	-0.184	-0.54
CL_2985	22	369526	369528	-1.226	0.564	-0.646
CL_2986	22	371577	371579	0.538	0.69	1.335
CL_2987	22	282520	282522	-0.494	0.456	-0.208
CL_2988	22	432040	432042	1.438	-1.475	1.765
CL_2989	22	411747	411749	0.442	-0.545	-0.472
CL_2990	22	482457	482459	-0.168	0.676	0.002
CL_2991	22	386351	386353	0.571	-0.545	2.341
CL_2992	22	429895	429897	1.016	-2.029	1.921
CL_2994	22	421212	421214	1.249	-1.335	0.948
CL_2995	22	128792	128794	0.126	0.148	0.702
CL_2996	22	189001	189003	1.187	-1.334	1.112
CL_2997	22	388883	388885	0.573	0.416	0.877
CL_2998	22	333273	333275	1.071	-0.881	1.363
CL_2999	22	216070	216072	0.797	-0.644	0.542
CL_3000	22	364584	364586	-0.533	-0.856	-0.644
CL_3001	22	550743	550745	0.972	-0.299	0.894
CL_3002	22	482921	482923	-0.365	0.804	-1.039
CL_3003	22	529821	529823	-2.009	2.415	-1.185
CL_3004	22	532929	532931	1.095	-0.627	1.275
CL_3006	22	178446	178448	-1.064	1.666	-1.994
CL_3007	22	611195	611197	1.766	-1.573	1.571
CL_3008	22	551260	551262	0.21	-0.681	0.696
CL_3009	3	1083	1085	0.571	-1.13	-0.368
CL_3010	3	6491	6493	0.795	-0.395	0.234
CL_3011	3	10114	10116	0.944	-1.91	1.33
CL_3012	3	42129	42131	-0.636	-0.296	-0.043
CL_3013	3	21331	21333	0.144	0.733	-0.056
CL_3014	3	40290	40292	0.415	-0.446	0.049
CL_3016	3	65109	65111	-0.561	0.183	-0.639
CL_3017	3	66352	66354	-0.271	-0.496	-0.396
CL_3018	3	108134	108136	-0.157	0.514	0.594
CL_3020	3	105226	105228	1.212	-1.481	1.706
CL_3021	3	73990	73992	0.45	-1.047	0.63
CL_3022	3	56394	56396	0.005	-0.4	-0.134
CL_3023	3	81569	81571	0.118	0.421	-0.033
CL_3024	3	51325	51327	-0.548	2.319	-1.067
CL_3025	3	115460	115462	-1.355	1.342	-0.491
CL_3026	3	70017	70019	-1.97	1.34	-1.309
CL_3027	3	51186	51188	0.056	-1.021	-0.726
CL_3028	3	143410	143412	0.708	-0.441	0.387
CL_3029	3	132286	132288	0.595	-0.905	0.988
CL_3030	3	142728	142730	1.599	-1.145	0.979
CL_3031	3	170735	170737	1.868	-1.672	2.025
CL_3032	3	124610	124612	-0.207	-0.622	-0.902
CL_3033	3	56414	56416	0.115	0.033	0.682
CL_3034	3	115636	115638	0.247	-0.369	0.019
CL_3035	3	102194	102196	0.938	-0.213	1.352
CL_3036	3	157850	157852	0.386	-0.245	-0.072
CL_3037	3	87462	87464	1.105	-0.602	1.415
CL_3038	3	201105	201107	0.036	-1.386	-0.272
CL_3039	3	91944	91946	0.367	-0.833	0.173
CL_3040	3	54615	54617	0.091	-0.25	-0.145
CL_3041	3	67838	67840	0.749	-0.99	-0.251
CL_3042	3	195747	195749	0.128	-0.891	-0.262
CL_3043	3	121162	121164	-3.004	2.526	-1.878
CL_3044	3	111929	111931	-0.539	1.268	-1.033
CL_3045	3	168912	168914	-0.335	0.914	0.346
CL_3046	3	134491	134493	0.156	-0.142	0.385
CL_3047	3	266923	266925	0.155	-0.332	0.608
CL_3048	3	250630	250632	-1.835	2.042	-2.123
CL_3049	3	114698	114700	-1.334	1.123	-1.551
CL_3050	3	196892	196894	1.097	0.06	1.892
CL_3051	3	160010	160012	0.509	-0.256	-0.037
CL_3052	3	310848	310850	-0.554	0.639	-0.641
CL_3053	3	295870	295872	-0.118	0.139	-0.601
CL_3054	3	134170	134172	0.024	-0.607	-1.289
CL_3057	3	301571	301573	-0.265	-0.505	-0.543
CL_3058	3	164718	164720	-0.608	1.066	-0.743
CL_3059	3	136527	136529	-0.673	-0.008	0.058
CL_3060	3	303196	303198	-0.153	1.019	0.011
CL_3061	3	223817	223819	0.601	-0.471	1.203
CL_3062	3	253991	253993	0.482	-1.235	0.75
CL_3063	3	353700	353702	-1.918	2.317	-1.255
CL_3064	3	405104	405106	-0.532	0.483	-0.755
CL_3065	3	270807	270809	-1.334	1.041	-0.202
CL_3067	3	460685	460687	-0.009	-0.831	0.48
CL_3068	3	176434	176436	0.51	-0.28	1.284
CL_3069	3	355817	355819	-0.83	-0.302	-0.349
CL_3070	3	156366	156368	-3.136	3.631	-2.794
CL_3071	3	141687	141689	-0.956	1.004	-1.279
CL_3072	3	479915	479917	-0.572	0.961	-0.586
CL_3073	3	475524	475526	-0.264	0.482	-0.308
CL_3074	3	214359	214361	-0.61	1.561	-0.584
CL_3075	3	436871	436873	-1.883	1.361	-1.919
CL_3076	3	274046	274048	-0.253	2.088	-0.948
CL_3077	3	418315	418317	0.485	0.466	-0.185
CL_3078	3	210659	210661	-0.216	0.82	-1.247
CL_3079	3	466054	466056	-1.27	1.639	-0.758
CL_3080	3	146271	146273	-1.079	-0.358	-0.629
CL_3081	3	537233	537235	-0.104	-0.248	0.472
CL_3082	3	167240	167242	0.809	-0.74	1.151
CL_3083	3	473919	473921	-1.27	1.811	-1.538
CL_3084	3	487879	487881	1.067	-1.25	1.242
CL_3085	3	506981	506983	0.093	-1.065	0.811
CL_3086	3	509242	509244	-0.371	0.44	0.308
CL_3088	3	439597	439599	-0.392	0.306	0.112
CL_3089	3	490674	490676	-0.377	-0.106	-1.575
CL_3090	3	184669	184671	-0.594	-0.181	-0.653
CL_3091	3	190164	190166	0.907	-1.456	0.954
CL_3092	3	349690	349692	-0.367	0.274	-0.535
CL_3093	3	551271	551273	-0.963	1.466	-0.957
CL_3094	3	225564	225566	0.539	-0.585	-0.153
CL_3095	3	159817	159819	-1.38	0.969	-0.843
CL_3096	3	337846	337848	0.265	-0.961	0.321
CL_3097	3	454045	454047	-0.824	-0.123	-0.168
CL_3098	3	606613	606615	0.549	-0.669	0.408
CL_3099	3	163516	163518	-1.1	0.813	-0.262
CL_3100	3	312680	312682	0.142	-0.237	0.172
CL_3101	3	297173	297175	-0.07	-1.244	0.799
CL_3102	3	216312	216314	-2.435	3.175	-1.394
CL_3103	3	593797	593799	-0.51	-0.173	0.965
CL_3104	3	285526	285528	-0.575	-0.303	0.388
CL_3105	3	170064	170066	-2.176	2.596	-1.093
CL_3106	3	347588	347590	-0.95	0.249	-0.634
CL_3107	3	198474	198476	-0.84	1.111	0.377
CL_3108	3	492431	492433	0.33	-1.916	0.565
CL_3109	3	321051	321053	0.058	-0.204	0.407
CL_3110	3	367660	367662	0.435	0.317	0.882
CL_3111	3	285837	285839	0.192	-0.183	-0.639
CL_3112	3	552159	552161	-2.215	2.32	-2.986
CL_3113	3	429345	429347	-0.283	0.547	-0.671
CL_3114	3	248500	248502	0.247	0.488	0.501
CL_3115	3	267397	267399	0.44	-1.079	1.158
CL_3116	3	438799	438801	-1.147	0.753	-0.812
CL_3117	3	536811	536813	-0.444	0.12	-0.769
CL_3118	3	440418	440420	-0.143	0.822	0.192
CL_3119	3	295118	295120	-0.004	-0.42	0.237
CL_3120	3	158602	158604	-0.204	-1.207	0.843
CL_3121	3	308768	308770	-0.097	-1.856	-0.44
CL_3122	3	314816	314818	-0.468	0.111	0.123
CL_3123	3	666734	666736	1.09	-1.176	1.513
CL_3124	3	626198	626200	0.327	0.46	-0.43
CL_3125	3	230286	230288	1.189	-0.598	0.477
CL_3126	3	648299	648301	-1.062	0.988	-0.705
CL_3127	3	679227	679229	-0.032	-0.033	0.432
CL_3129	3	559301	559303	0.458	-0.932	1.147
CL_3130	3	303657	303659	0.258	-1.136	0.561
CL_3132	3	431610	431612	0.086	-0.127	0.285
CL_3133	3	537091	537093	0.201	-0.67	1.259
CL_3134	3	263797	263799	0.606	-0.134	0.878
CL_3135	3	767071	767073	-0.68	-0.388	-0.471
CL_3136	3	191769	191771	0.689	-0.805	0.003
CL_3137	3	601226	601228	-1.888	1.858	-1.287
CL_3138	3	610041	610043	0.302	-0.864	0.767
CL_3139	3	415933	415935	-1.85	0.358	-1.427
CL_3140	3	653364	653366	1.351	0.958	0.521
CL_3141	3	673721	673723	1.832	1.788	0.307
CL_3142	3	585573	585575	1.75	1.088	1.345
CL_3143	3	465781	465783	1.463	1.469	0.961
CL_3144	3	882598	882600	1.693	0.993	0.352
CL_3145	3	655361	655363	0.966	1.403	0.473
CL_3146	3	540842	540844	1.707	1.064	-0.026
CL_3147	3	912731	912733	1.593	1.335	0.534
CL_3148	3	320057	320059	1.503	1.199	-0.85
CL_3149	3	327074	327076	1.842	1.284	-0.461
CL_3150	3	823168	823170	1.856	1.6	1.25
CL_3151	3	312297	312299	1.126	1.639	0.207
CL_3152	3	727191	727193	1.633	1.616	-0.182
CL_3153	3	648220	648222	1.408	1.028	-0.149
CL_3154	3	345672	345674	1.787	1.249	0.999
CL_3155	3	517655	517657	1.102	1.417	0.689
CL_3156	3	660356	660358	1.783	1.743	0.309
CL_3157	3	343810	343812	1.037	1.473	0.906
CL_3158	3	773042	773044	1.425	0.957	0.348
CL_3159	3	395224	395226	0.931	1.294	-0.039
CL_3160	3	448983	448985	1.44	1.436	0.386
CL_3162	3	925356	925358	1.644	1.381	-1.302
CL_3163	3	456690	456692	1.192	1.077	-0.145
CL_3164	3	934691	934693	1.157	1.343	0.922
CL_3165	3	648570	648572	1.066	1.026	-0.15
CL_3166	3	992070	992072	1.847	1.537	-0.87
CL_3167	3	1182893	1182895	0.927	1.466	-1.779
CL_3168	3	986210	986212	0.96	1.21	0.461
CL_3169	3	369403	369405	1.352	1.359	1.042
CL_3170	3	1150101	1150103	1.666	1.418	0.672
CL_3171	3	1046841	1046843	1.626	1.759	0.599
CL_3172	3	1286679	1286681	1.044	1.411	-0.3
CL_3173	3	1159629	1159631	1.311	1.754	-0.206
CL_3174	3	571612	571614	1.486	1.793	0.097
CL_3175	3	1000687	1000689	0.886	1.581	-2.044
CL_3176	3	739141	739143	1.811	1.001	0.065
CL_3177	3	479789	479791	1.016	1.112	-0.95
CL_3178	3	1226386	1226388	1.709	1.388	-1.457
CL_3179	3	490930	490932	1.45	1.626	-0.93
CL_3180	3	1254065	1254067	0.936	1.273	-1.009
CL_3182	3	980553	980555	1.418	1.728	0.114
CL_3183	3	1234974	1234976	1.415	1.198	-0.319
CL_3184	3	1153894	1153896	1.655	1.289	-2.431
CL_3185	3	649033	649035	1.359	1.051	0.376
CL_3186	3	1175967	1175969	1.253	1.437	1.618
CL_3187	3	1370776	1370778	1.827	1.721	-0.274
CL_3188	3	422769	422771	1.683	1.25	-0.263
CL_3189	3	1045683	1045685	0.894	1.024	0.71
CL_3190	3	940903	940905	0.993	1.606	0.55
CL_3191	3	700440	700442	1.361	1.546	1.481
CL_3192	3	1083781	1083783	1.031	1.333	2.336
CL_3193	3	578338	578340	1.042	1.242	0.065
CL_3194	3	1070088	1070090	1.496	1.207	-0.699
CL_3195	3	637913	637915	1.686	0.968	0.896
CL_3196	3	1014989	1014991	1.134	1.009	0.688
CL_3197	3	578616	578618	1.556	0.984	1.796
CL_3198	3	964757	964759	1.83	1.387	-1.95
CL_3199	3	494626	494628	1.702	1.561	-0.679
CL_3200	3	762619	762621	1.183	1.278	1.192
CL_3201	3	581827	581829	1.136	1.314	0.085
CL_3202	3	1322242	1322244	1.853	1.466	1.39
CL_3203	3	783406	783408	1.235	1.232	0.708
CL_3204	3	914677	914679	1.217	1.79	0.46
CL_3205	3	1398797	1398799	1.482	1.097	1.297
CL_3206	3	807400	807402	1.401	1.148	1.223
CL_3207	3	1399850	1399852	0.967	1.83	0.061
CL_3208	3	829487	829489	1.536	1.43	0.532
CL_3209	3	698885	698887	1.194	1.199	0.597
CL_3210	3	951851	951853	1.775	1.614	0.616
CL_3211	3	1463565	1463567	1.671	1.154	-0.941
CL_3212	3	790960	790962	0.908	1.791	0.506
CL_3213	3	665717	665719	1.138	1.412	0.565
CL_3214	3	1732308	1732310	1.812	1.143	0.708
CL_3215	3	1116157	1116159	1.525	0.911	0.517
CL_3216	3	950899	950901	1.534	1.328	0.648
CL_3217	3	609844	609846	1.186	1.632	-0.497
CL_3218	3	1728781	1728783	1.439	1.477	0.979
CL_3219	3	1167684	1167686	1.317	0.992	0.17
CL_3220	3	1127276	1127278	1.378	1.604	0.912
CL_3221	3	466841	466843	0.935	1.415	-1.099
CL_3222	3	1535901	1535903	1.872	1.086	-0.399
CL_3223	3	1691096	1691098	1.505	1.68	1.364
CL_3224	3	1405916	1405918	1.025	1.024	0.545
CL_3225	3	1304120	1304122	1.312	0.917	1.179
CL_3226	3	1750834	1750836	1.261	1.201	-0.513
CL_3227	3	1230267	1230269	0.973	1.849	1.367
CL_3228	3	1528191	1528193	1.073	1.845	0.276
CL_3229	3	729216	729218	1.758	1.876	-0.023
CL_3230	3	1125383	1125385	0.986	1.402	0.002
CL_3231	3	633071	633073	1.274	1.039	-0.277
CL_3232	3	1310771	1310773	1.615	1.41	0.339
CL_3233	3	601743	601745	0.932	0.929	-2.386
CL_3234	3	1766911	1766913	0.894	0.917	-2.162
CL_3235	3	1305065	1305067	1.285	1.524	-2.341
CL_3236	3	1670368	1670370	1.303	1.487	-0.499
CL_3237	3	1263246	1263248	1.869	1.142	0.369
CL_3238	3	536594	536596	1.274	1.827	0.703
CL_3239	3	899696	899698	1.531	1.197	0.982
CL_3240	3	574417	574419	1.864	1.534	1.642
CL_3241	3	590443	590445	1.453	1.363	0.419
CL_3242	3	495522	495524	1.329	0.993	0.025
CL_3243	3	1466315	1466317	1.474	0.89	0.036
CL_3244	3	1725409	1725411	1.194	0.947	0.575
CL_3245	3	944743	944745	1.634	1.101	0.757
CL_3246	3	1432285	1432287	1.686	1.492	-0.352
CL_3247	3	1122896	1122898	0.901	1.079	-1.289
CL_3248	3	1014739	1014741	1.411	1.29	0.819
CL_3249	3	561222	561224	1.835	1.009	1.152
CL_3250	3	912178	912180	1.44	1.694	0.032
CL_3251	3	2046954	2046956	1.089	1.166	0.659
CL_3252	3	1597259	1597261	1.836	1.767	0.14
CL_3253	3	1555112	1555114	1.533	1.662	-0.651
CL_3254	3	1711363	1711365	1.16	1.704	0.655
CL_3255	3	1047137	1047139	1.059	1.19	1.502
CL_3256	3	1726271	1726273	0.966	1.791	0.505
CL_3258	3	1640353	1640355	0.981	1.396	-0.295
CL_3259	3	595741	595743	1.152	0.979	-2.282
CL_3260	3	1582613	1582615	0.923	1.785	1.161
CL_3261	3	1394499	1394501	1.786	1.03	1.253
CL_3262	3	987342	987344	1.578	1.198	-0.06
CL_3263	3	1446360	1446362	1.131	1.577	0.738
CL_3264	3	1128784	1128786	1.601	1.229	1.681
CL_3265	3	1085345	1085347	1.551	1.506	0.967
CL_3267	3	1807367	1807369	0.999	0.938	1.25
CL_3268	3	1818201	1818203	1.066	1.542	0.5
CL_3269	3	1909285	1909287	1.438	1.449	0.446
CL_3270	3	574640	574642	1.531	1.253	1.087
CL_3271	3	1607769	1607771	1.573	0.967	0.606
CL_3272	3	1008245	1008247	1.385	1.565	-0.425
CL_3273	3	909882	909884	1.61	1.509	0.932
CL_3274	3	2128926	2128928	1.467	1.271	0.76
CL_3275	3	2037026	2037028	1.869	1.783	0.941
CL_3276	3	1944491	1944493	1.577	1.374	-0.583
CL_3277	3	1589106	1589108	1.31	1.608	1.112
CL_3278	3	1836069	1836071	1.025	1.652	1.837
CL_3279	3	1290935	1290937	1.634	1.155	-0.863
CL_3280	3	1814954	1814956	1.632	0.95	0.284
CL_3281	3	1069548	1069550	0.899	1.462	-0.928
CL_3282	3	1687021	1687023	1.483	1.153	0.932
CL_3283	3	2088462	2088464	1.583	0.92	-0.48
CL_3284	3	688742	688744	1.828	0.882	1.662
CL_3285	3	1088357	1088359	1.055	1.041	-0.915
CL_3286	3	701154	701156	1.803	1.234	-1.128
CL_3287	3	890751	890753	1.682	1.801	-0.747
CL_3288	3	944990	944992	1.526	1.324	0.842
CL_3289	3	1017841	1017843	1.447	1.611	-0.067
CL_3290	3	1011200	1011202	1.582	1.617	0.946
CL_3291	3	978228	978230	1.44	1.573	1.072
CL_3292	3	1666545	1666547	1.684	1.411	-0.284
CL_3293	3	954432	954434	1.337	1.134	1.727
CL_3294	3	1844090	1844092	1.718	1.418	1.779
CL_3295	3	1921466	1921468	1.187	1.74	0.708
CL_3296	3	680709	680711	0.99	1.027	-0.187
CL_3297	3	1931540	1931542	0.954	1.772	-0.401
CL_3298	3	903859	903861	1.69	1.769	0.066
CL_3299	3	1256177	1256179	1.486	1.233	0.395
CL_3300	3	2393872	2393874	1.239	1.259	-0.423
CL_3301	3	1458112	1458114	1.579	1.762	-2.138
CL_3302	3	2037515	2037517	1.031	1.454	0.209
CL_3303	3	834010	834012	1.321	1.434	0.245
CL_3304	3	778896	778898	1.843	1.804	0.031
CL_3305	3	1485602	1485604	1.385	0.916	0.631
CL_3306	3	1594699	1594701	0.991	1.741	1.241
CL_3307	3	661447	661449	1.121	1.748	0.788
CL_3308	3	2092263	2092265	1.509	1.412	0.582
CL_3309	3	2249022	2249024	1.246	1.552	0.668
CL_3310	3	2407832	2407834	1.097	1.457	-0.981
CL_3311	3	880598	880600	1.722	1.134	-1.332
CL_3312	3	2028994	2028996	0.977	0.925	-0.856
CL_3313	3	2247634	2247636	1.291	1.166	0.287
CL_3314	3	1027287	1027289	1.083	1.147	0.141
CL_3315	4	1670	1672	-1.176	-0.791	0.637
CL_3316	4	3406	3408	-0.538	-0.08	0.619
CL_3317	4	12723	12725	-0.039	-1.115	1.387
CL_3318	4	9552	9554	0.112	-0.771	0.317
CL_3319	4	14536	14538	-0.17	0.623	-1.086
CL_3320	4	8437	8439	0.856	0.669	-2.061
CL_3321	4	22588	22590	0.972	0.794	0.672
CL_3322	4	37027	37029	0.587	0.355	-0.499
CL_3323	4	30385	30387	-0.052	-0.031	2.337
CL_3324	4	30171	30173	0.109	0.53	-1.716
CL_3325	4	15624	15626	-0.026	-1.223	-0.848
CL_3326	4	47996	47998	-0.337	1.371	0.187
CL_3327	4	44918	44920	-0.685	0.449	0.514
CL_3328	4	27824	27826	-0.866	-2.777	-1.648
CL_3329	4	54243	54245	0.086	-0.949	-0.316
CL_3330	4	54306	54308	-1.897	-1.427	-1.786
CL_3331	4	40457	40459	-1.473	1.358	-0.671
CL_3332	4	37400	37402	-0.901	0.707	-1.078
CL_3333	4	72680	72682	0.064	1.652	0.256
CL_3334	4	33867	33869	1.048	0.501	0.991
CL_3335	4	101824	101826	-0.725	0.124	0.484
CL_3337	4	75044	75046	-2.038	-0.061	0.642
CL_3338	4	78333	78335	-0.675	-0.883	-0.629
CL_3339	4	125832	125834	-2.703	-0.85	1.122
CL_3340	4	193472	193474	0.198	-1.573	0.78
CL_3341	4	108632	108634	1.986	1.023	1.711
CL_3342	4	200165	200167	-1.121	-0.806	-1.537
CL_3343	4	87613	87615	-0.984	-0.056	0.458
CL_3345	4	174788	174790	-1.986	-1.597	0.092
CL_3347	4	351249	351251	1.984	0.53	-0.059
CL_3348	4	394198	394200	0.955	-0.426	-0.265
CL_3349	4	138594	138596	0.105	1.868	1.57
CL_3350	4	195735	195737	0.771	-0.371	0.163
CL_3351	4	386221	386223	-0.006	0.18	-0.462
CL_3352	4	383949	383951	-0.15	0.196	-1.379
CL_3353	4	278185	278187	0.157	-0.141	0.894
CL_3354	4	148694	148696	0.286	-0.421	1.042
CL_3355	4	512448	512450	0.477	-0.529	1.045
CL_3356	4	272538	272540	0.049	0.187	-0.35
CL_3357	4	172258	172260	0.307	1.013	-0.481
CL_3358	4	235250	235252	2.361	0.086	0.223
CL_3359	4	170545	170547	1.686	1.116	0.746
CL_3360	4	547165	547167	-0.632	0.32	-0.669
CL_3361	4	525065	525067	-1.561	1.362	0.267
CL_3362	4	439672	439674	-1.339	-0.478	0.474
CL_3363	4	600246	600248	0.222	0.58	0.892
CL_3364	4	551216	551218	-1.244	0.441	1.361
CL_3365	4	403440	403442	-0.462	-1.109	1.538
CL_3366	4	288898	288900	-0.175	-1.752	-1.077
CL_3367	4	573583	573585	0.597	-0.426	-0.595
CL_3368	4	240113	240115	1.599	0.182	-0.11
CL_3369	4	382018	382020	-0.005	2.191	-1.807
CL_3370	4	447233	447235	-0.838	0.283	-1.298
CL_3371	4	527064	527066	-0.238	0.894	1.523
CL_3372	4	378731	378733	-1.832	1.821	0.513
CL_3373	4	329210	329212	-0.898	0.956	-0.853
CL_3374	4	670396	670398	-1.32	-1.297	0.502
CL_3375	4	677987	677989	-0.509	0.902	-1.217
CL_3376	4	630950	630952	-0.506	-1.638	0.52
CL_3377	4	204549	204551	0.54	0.417	-1.035
CL_3378	4	508220	508222	-0.794	0.729	-0.55
CL_3379	4	284010	284012	-0.923	-0.301	-1.02
CL_3380	4	352945	352947	-0.538	0.549	0.784
CL_3381	4	501351	501353	-0.422	-0.293	-0.01
CL_3382	4	660856	660858	-0.44	-0.756	0.559
CL_3383	4	661080	661082	-0.413	-0.09	-1.18
CL_3384	4	225534	225536	-0.068	0.13	-0.506
CL_3386	4	589015	589017	-1.104	0.556	0.361
CL_3387	4	688578	688580	0.066	-0.669	-0.273
CL_3388	4	226847	226849	1.094	0.883	1.244
CL_3389	4	277691	277693	-1.368	0.404	1.006
CL_3390	4	724837	724839	0.387	0.466	-0.868
CL_3391	4	354978	354980	-0.492	-1.541	-0.925
CL_3392	4	340002	340004	0.611	-0.849	0.964
CL_3393	4	925430	925432	0.01	-0.481	0.231
CL_3394	4	233675	233677	-1.935	-0.614	-0.832
CL_3395	4	499561	499563	-0.759	2.083	-0.469
CL_3396	4	876825	876827	0.436	-1.255	-0.51
CL_3397	4	963360	963362	-0.135	-0.223	-0.669
CL_3398	4	372840	372842	-0.856	0.433	-1.394
CL_3399	4	710170	710172	-1.724	-1.021	1.59
CL_3400	4	511720	511722	-0.419	0.006	0.053
CL_3401	4	523609	523611	0.145	1.964	-1.122
CL_3402	4	946719	946721	0.693	-0.639	-0.614
CL_3403	4	495728	495730	0.806	1.252	1.076
CL_3404	4	845677	845679	0.511	1.319	-0.475
CL_3405	4	1052979	1052981	-0.668	0.404	-1.382
CL_3406	4	717556	717558	0.034	-2.566	0.343
CL_3407	4	453196	453198	0.556	-1.148	-0.121
CL_3408	4	264889	264891	0.999	-1.344	1.492
CL_3409	4	933151	933153	0.992	0.617	0.077
CL_3410	4	517998	518000	-0.833	1.763	0.053
CL_3413	4	409484	409486	-0.521	-0.21	0.378
CL_3414	4	885419	885421	-0.549	-1.819	-0.339
CL_3415	4	1101510	1101512	0.688	-0.047	0.819
CL_3416	4	463233	463235	-1.245	0.736	-0.659
CL_3417	4	509480	509482	-1.09	0.307	-0.932
CL_3418	4	860752	860754	-0.541	-0.776	1.028
CL_3419	4	346541	346543	-0.447	-0.338	-0.489
CL_3421	4	1239611	1239613	-0.317	0.059	-0.194
CL_3422	4	833467	833469	-0.241	-0.404	0.131
CL_3423	4	1160195	1160197	-0.339	-0.141	0.297
CL_3424	4	396576	396578	0.576	0.774	-1.15
CL_3425	4	853294	853296	-0.645	1.554	-0.197
CL_3426	4	928185	928187	0.333	0.088	0.469
CL_3427	4	785316	785318	2.147	0.718	0.367
CL_3428	4	994313	994315	-0.774	0.784	0.969
CL_3430	4	698723	698725	-0.36	1.141	-2.093
CL_3432	4	664431	664433	0.006	0.861	0.203
CL_3433	4	928577	928579	-1.083	-0.107	0.194
CL_3434	4	339929	339931	0.533	-0.798	-0.075
CL_3435	4	514985	514987	-0.385	1.133	0.436
CL_3436	4	1095158	1095160	-0.7	0.096	2.242
CL_3437	4	1132612	1132614	-0.004	-1.021	0.465
CL_3438	4	1030048	1030050	-0.924	0.337	0.627
CL_3439	4	1366318	1366320	1.437	-0.133	-2.719
CL_3440	4	654858	654860	0.033	-0.302	-0.316
CL_3441	4	782803	782805	-1.802	-0.098	0.757
CL_3442	4	1061287	1061289	-1.418	-0.526	-0.177
CL_3443	4	1114120	1114122	-0.695	0.179	1.33
CL_3444	4	1280648	1280650	-0.288	0.002	0.592
CL_3445	4	752871	752873	0.269	-1.637	0.463
CL_3446	4	379823	379825	0.718	-1.187	2.069
CL_3447	4	1336990	1336992	0.225	-0.334	-0.722
CL_3448	4	754953	754955	-0.49	0.589	1.106
CL_3449	4	1229568	1229570	0.605	-0.648	-0.486
CL_3450	4	1257398	1257400	-0.145	-0.398	-1.3
CL_3451	4	747113	747115	-0.207	-0.314	-0.509
CL_3452	4	625946	625948	-0.22	-0.91	0.358
CL_3453	4	645394	645396	-0.058	2.203	0.089
CL_3454	4	676748	676750	-1.559	-1.301	0.765
CL_3455	4	502377	502379	0.688	-0.124	-0.682
CL_3456	4	505708	505710	-0.463	1.21	-0.346
CL_3457	4	844356	844358	-0.671	-0.452	1.364
CL_3458	4	1373074	1373076	0.288	-1.53	1.063
CL_3459	4	1455897	1455899	-0.31	-0.287	0.064
CL_3460	4	1380956	1380958	1.039	-0.37	1.592
CL_3461	4	993217	993219	-1.107	-2.495	-0.523
CL_3462	4	1378872	1378874	-0.157	-1.365	0.231
CL_3463	4	1427312	1427314	0.838	-1.223	0.022
CL_3464	4	739901	739903	-0.374	-1.864	-0.788
CL_3466	4	1270383	1270385	0.143	1.551	-1.312
CL_3469	4	1640809	1640811	0.745	0.009	0.41
CL_3470	4	550298	550300	-1.008	-1.486	0.678
CL_3471	4	1777914	1777916	1.605	0.054	0.225
CL_3472	4	1772306	1772308	-1.534	-0.339	0.571
CL_3473	4	463976	463978	1.318	0.748	1.02
CL_3474	4	987666	987668	-0.192	0.153	-0.78
CL_3475	4	1624135	1624137	-0.951	-0.378	-0.892
CL_3476	4	1889136	1889138	0.948	0.502	-0.579
CL_3477	4	749045	749047	-0.4	-0.348	0.484
CL_3478	4	1188686	1188688	0.981	0.843	0.729
CL_3479	4	1822053	1822055	-1.682	0.005	-1.084
CL_3480	4	1445167	1445169	-1.066	0.906	-2.274
CL_3481	4	1404922	1404924	-0.602	-0.141	-0.907
CL_3482	4	1713763	1713765	0.283	-0.895	-0.522
CL_3483	4	1703044	1703046	-0.851	0.302	-0.025
CL_3484	4	1475305	1475307	0.906	0.087	0.398
CL_3485	4	869805	869807	0.249	-1.015	-0.45
CL_3486	4	842374	842376	-0.818	-0.988	0.392
CL_3487	4	598327	598329	-1.463	-0.629	-1.469
CL_3488	4	1874349	1874351	1.495	-0.498	0.011
CL_3489	4	1724936	1724938	1.737	0.551	-1.589
CL_3490	4	1678725	1678727	0.528	1.754	0.061
CL_3491	4	2115844	2115846	-0.552	0.535	0.39
